customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,Churn
2371-AOU,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),104.74,2524.65,2,No
7761-GBJ,Female,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,126.41,2648.06,0,No
7553-KHR,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,92.84,461.62,2,Yes
8498-MCL,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,102.3,917.92,1,No
1194-JQV,Male,1,Yes,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.08,604.75,1,No
4009-QPB,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.09,983.43,3,No
3077-TFY,Male,1,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,49.96,1950.88,1,No
5873-JHA,Female,1,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,85.46,6139.75,2,No
2015-IVJ,Male,0,No,Yes,3,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,93.24,285.47,5,Yes
3350-EVP,Male,1,No,Yes,70,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),107.78,7548.04,1,No
2260-VYT,Female,1,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.99,422.84,2,No
7897-KIP,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,103.43,1254.01,3,Yes
6593-YBL,Male,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,51.87,464.01,1,No
6543-ILZ,Female,0,Yes,Yes,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.27,471.16,2,Yes
9713-YBP,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,116.17,2429.94,2,Yes
5883-GBA,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,84.19,6056.39,1,No
2409-YNB,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,127.13,766.7,1,Yes
8452-OLE,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.97,1124.25,5,Yes
3172-GXU,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),38.95,233.7,0,No
4977-NNE,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,73.91,357.91,2,No
8825-XNB,Male,1,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,128.15,6533.87,0,No
6247-ZLV,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,106.47,847.52,1,No
7135-FDM,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),114.56,922.73,1,No
8189-NPD,Male,0,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.5,1116.56,0,No
5535-YAM,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,51.13,672.66,2,Yes
8697-FCW,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,129.42,129.29,0,No
9671-MPE,Female,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),106.88,3425.08,1,No
6874-NGN,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,41.57,804.48,2,No
8148-WNG,Female,1,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.55,1891.87,2,No
4629-OLQ,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.17,861.52,2,No
9872-VOL,Male,1,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),128.02,1404.54,1,Yes
1609-EMT,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),118.47,248.43,2,Yes
7998-HNO,Female,0,Yes,Yes,51,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),64.05,3256.07,2,No
1864-UCQ,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,92.76,549.48,0,Yes
5571-SNV,Male,0,Yes,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.25,5573.09,3,No
3237-WHM,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,121.95,968.32,1,No
7394-TCE,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.86,1788.21,2,No
1325-YVB,Female,0,No,No,39,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,100.74,3938.28,3,No
5932-YHW,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,117.77,1882.5,4,Yes
9832-TLW,Male,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),139.78,1828.67,1,Yes
8754-GOV,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),106.36,3291.42,1,No
2367-KVZ,Female,1,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,73.55,1399.95,2,No
3575-CTN,Male,0,Yes,No,25,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,75.33,1877.43,2,No
2986-AZU,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.04,666.67,2,No
9320-QBT,Female,0,No,Yes,21,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,89.56,1875.44,2,No
8493-HPS,Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.33,500.32,2,Yes
4744-CCE,Male,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.01,41.31,4,Yes
6594-LLT,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),114.95,1267.77,1,No
2644-TIG,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.64,594.1,6,Yes
1242-VSF,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.21,2518.01,1,No
8130-MKM,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.41,654.52,1,No
7331-YVT,Female,0,No,Yes,15,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,106.44,1606.43,3,No
3158-UMV,Female,0,No,Yes,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.69,2815.61,1,No
6162-SHT,Female,1,Yes,Yes,6,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.98,575.09,4,Yes
8977-ZPS,Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,120.06,6236.06,1,No
1298-MIT,Female,1,No,No,14,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.0,1068.65,2,No
5306-PGS,Female,0,No,No,67,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.55,5119.39,2,No
5875-OWN,Male,0,Yes,Yes,8,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),76.16,621.44,1,Yes
2802-ZJK,Female,0,No,No,16,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.13,1394.59,1,Yes
3657-KSF,Female,0,Yes,No,38,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.0,3193.02,0,No
1941-TFQ,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),119.9,2517.16,2,No
9105-ACH,Female,1,Yes,No,28,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.5,2091.55,0,No
2466-TVO,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),108.87,981.12,5,No
1375-GKG,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.27,1096.89,2,Yes
8833-FNL,Female,0,No,Yes,18,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,79.39,1441.86,1,No
9106-SUE,Male,1,Yes,No,6,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),73.6,449.18,5,Yes
4892-XPY,Male,1,No,Yes,4,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),119.35,469.67,1,No
9792-VVY,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,115.82,5437.23,2,Yes
6599-QGN,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.75,3647.58,8,Yes
8382-MWR,Male,0,No,No,68,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,106.39,7234.95,3,No
8707-KOY,Female,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,107.78,2467.9,5,Yes
5633-YVS,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),106.58,1479.04,1,No
8008-DNN,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,39.98,109.93,5,No
4618-QCP,Male,1,Yes,No,48,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,64.94,3115.45,5,No
2773-TMO,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.26,614.45,2,No
1946-FJO,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.9,825.69,1,Yes
7719-VTZ,Female,0,Yes,No,10,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),83.88,845.8,2,No
7360-JGV,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,115.35,2204.46,6,Yes
2192-JJY,Female,1,No,No,39,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),86.98,3378.82,3,No
1390-PRF,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,87.54,2792.33,2,No
7106-TAA,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),105.92,7614.74,2,No
6867-UBD,Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,129.2,2327.79,3,Yes
1643-KVZ,Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.8,936.12,2,No
2283-AGR,Male,0,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.5,35.1,0,No
5386-HXS,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.59,487.66,2,No
3339-RTK,Female,1,Yes,No,64,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),95.39,6101.25,3,No
6402-NYR,Female,0,No,No,11,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),97.51,1062.63,0,No
6275-PCO,Male,0,No,No,37,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.83,2687.98,2,No
8354-DEQ,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),105.88,7611.73,1,No
4622-PNZ,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,52.22,204.77,3,Yes
9111-GID,Male,0,No,No,11,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,86.19,949.7,2,Yes
8837-VKB,Male,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),95.43,1630.83,4,Yes
3155-LDR,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,93.03,647.63,2,Yes
1692-GAZ,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.7,81.75,2,Yes
3646-ZMF,Female,0,Yes,No,16,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,106.28,1705.62,5,No
5677-LHX,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),125.2,2509.79,1,Yes
3645-SER,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.41,949.16,5,No
8933-EYJ,Female,1,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,116.75,5136.57,0,No
3080-JEL,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,97.81,769.0,1,No
8797-GIV,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.62,98.87,2,Yes
1404-LWA,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,116.18,360.49,4,Yes
9938-UOB,Female,0,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.14,1349.85,4,Yes
6811-GUL,Male,0,No,Yes,64,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.27,4944.41,1,No
9465-CGK,Male,0,No,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),95.73,6906.22,2,No
1421-EZA,Female,0,No,Yes,6,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),87.76,533.5,1,No
5675-RDQ,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),103.81,531.1,2,Yes
7748-XVB,Female,0,Yes,No,11,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.12,1046.5,2,Yes
4243-FJY,Male,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,138.55,2215.91,2,No
7646-YUW,Female,1,No,No,42,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.53,3628.67,3,No
6882-PNG,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,52.87,2012.69,2,No
9415-SWQ,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),37.83,2430.76,1,No
9456-ZMV,Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.45,2412.21,6,No
7559-EWE,Female,1,Yes,No,15,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),67.49,1019.31,1,No
6673-UJG,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.14,52.1,0,No
4854-GOC,Female,0,No,No,7,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,53.5,362.53,4,Yes
3395-OCF,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),119.52,2876.76,3,No
6515-OFM,Male,1,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,97.1,1749.38,0,No
4138-HHW,Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,89.07,617.88,0,No
9531-ODS,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),106.49,414.81,2,No
1556-HWP,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,116.45,807.35,0,Yes
6452-CPI,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.03,785.78,1,Yes
4899-NMU,Male,1,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,47.71,2434.52,2,No
2016-GOG,Male,1,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,107.73,3352.56,2,Yes
5321-IVX,Female,0,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),85.71,1791.34,3,No
7256-ELA,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.68,75.43,2,Yes
3313-KPN,Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,108.96,4804.59,2,No
6831-XQY,Male,0,Yes,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.77,452.79,4,No
1305-LYQ,Female,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,116.39,2906.22,1,Yes
2689-NPN,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,72.86,135.98,2,No
8080-DYW,Male,0,No,No,43,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),106.28,4562.88,4,No
6649-MKN,Male,1,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),97.67,4406.2,4,No
2819-RYS,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),42.19,2264.6,3,No
2079-OIH,Female,0,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.55,355.04,2,No
8235-NYB,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),86.34,1131.28,1,No
3031-CZH,Female,0,Yes,Yes,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,101.73,215.65,3,Yes
6911-PGM,Female,1,No,No,6,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.76,536.93,2,Yes
4340-EYT,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,50.13,338.94,2,No
2141-ROR,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.44,100.0,2,Yes
5041-WMR,Male,1,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,118.07,593.43,3,Yes
5270-LOM,Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.99,2305.03,2,No
2784-WKS,Male,1,No,No,20,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,116.71,2342.93,1,No
6428-ZNN,Female,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),97.57,3610.73,4,Yes
5658-KWV,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),38.11,329.0,2,No
8607-VSR,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.27,178.07,6,Yes
7219-WAS,Male,1,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),92.83,1118.85,0,No
3938-TQE,Male,0,Yes,No,40,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.64,3479.03,3,No
6730-BCH,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.07,435.98,2,Yes
3639-FMW,Male,1,No,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),82.22,498.54,1,Yes
